id,form,name,type_1,type_2,base_attack,base_defense,base_stamina
344,NORMAL,CLAYDOL,GROUND,PSYCHIC,140,229,155
345,NORMAL,LILEEP,ROCK,GRASS,105,150,165
346,NORMAL,CRADILY,ROCK,GRASS,152,194,200
347,NORMAL,ANORITH,ROCK,BUG,176,100,128
348,NORMAL,ARMALDO,ROCK,BUG,222,174,181
349,NORMAL,FEEBAS,WATER,,29,85,85
350,NORMAL,MILOTIC,WATER,,192,219,216
351,NORMAL,CASTFORM,NORMAL,,139,139,172
351,RAINY,CASTFORM,WATER,,139,139,172
351,SNOWY,CASTFORM,ICE,,139,139,172
351,SUNNY,CASTFORM,FIRE,,139,139,172
352,NORMAL,KECLEON,NORMAL,,161,189,155
353,NORMAL,SHUPPET,GHOST,,138,65,127
354,MEGA,BANETTE,GHOST,,312,160,162
354,NORMAL,BANETTE,GHOST,,218,126,162
355,NORMAL,DUSKULL,GHOST,,70,162,85
356,NORMAL,DUSCLOPS,GHOST,,124,234,120
357,NORMAL,TROPIUS,GRASS,FLYING,136,163,223
358,NORMAL,CHIMECHO,PSYCHIC,,175,170,181
359,MEGA,ABSOL,DARK,,314,130,163
359,NORMAL,ABSOL,DARK,,246,120,163
360,NORMAL,WYNAUT,PSYCHIC,,41,86,216
361,NORMAL,SNORUNT,ICE,,95,95,137
362,MEGA,GLALIE,ICE,,252,168,190
362,NORMAL,GLALIE,ICE,,162,162,190
363,NORMAL,SPHEAL,ICE,WATER,95,90,172
364,NORMAL,SEALEO,ICE,WATER,137,132,207
365,NORMAL,WALREIN,ICE,WATER,182,176,242
366,NORMAL,CLAMPERL,WATER,,133,135,111
367,NORMAL,HUNTAIL,WATER,,197,179,146
368,NORMAL,GOREBYSS,WATER,,211,179,146
369,NORMAL,RELICANTH,WATER,ROCK,162,203,225
370,NORMAL,LUVDISC,WATER,,81,128,125
371,NORMAL,BAGON,DRAGON,,134,93,128
372,NORMAL,SHELGON,DRAGON,,172,155,163
373,MEGA,SALAMENCE,DRAGON,FLYING,310,251,216
373,NORMAL,SALAMENCE,DRAGON,FLYING,277,168,216
374,NORMAL,BELDUM,STEEL,PSYCHIC,96,132,120
375,NORMAL,METANG,STEEL,PSYCHIC,138,176,155
376,MEGA,METAGROSS,STEEL,PSYCHIC,300,289,190
376,NORMAL,METAGROSS,STEEL,PSYCHIC,257,228,190
377,NORMAL,REGIROCK,ROCK,,179,309,190
378,NORMAL,REGICE,ICE,,179,309,190
379,NORMAL,REGISTEEL,STEEL,,143,285,190
380,MEGA,LATIAS,DRAGON,PSYCHIC,289,297,190
380,NORMAL,LATIAS,DRAGON,PSYCHIC,228,246,190
381,MEGA,LATIOS,DRAGON,PSYCHIC,335,241,190
381,NORMAL,LATIOS,DRAGON,PSYCHIC,268,212,190
382,NORMAL,KYOGRE,WATER,,270,228,205
382,PRIMAL,KYOGRE,WATER,,353,268,218
383,NORMAL,GROUDON,GROUND,,270,228,205
383,PRIMAL,GROUDON,GROUND,FIRE,353,268,218
384,MEGA,RAYQUAZA,DRAGON,FLYING,377,210,227
384,NORMAL,RAYQUAZA,DRAGON,FLYING,284,170,213
385,NORMAL,JIRACHI,STEEL,PSYCHIC,210,210,225
386,ATTACK,DEOXYS,PSYCHIC,,414,46,137
386,DEFENSE,DEOXYS,PSYCHIC,,144,330,137
386,NORMAL,DEOXYS,PSYCHIC,,345,115,137
386,SPEED,DEOXYS,PSYCHIC,,230,218,137
387,NORMAL,TURTWIG,GRASS,,119,110,146
388,NORMAL,GROTLE,GRASS,,157,143,181
389,NORMAL,TORTERRA,GRASS,GROUND,202,188,216
390,NORMAL,CHIMCHAR,FIRE,,113,86,127
391,NORMAL,MONFERNO,FIRE,FIGHTING,158,105,162
392,NORMAL,INFERNAPE,FIRE,FIGHTING,222,151,183
393,NORMAL,PIPLUP,WATER,,112,102,142
394,NORMAL,PRINPLUP,WATER,,150,139,162
395,NORMAL,EMPOLEON,WATER,STEEL,210,186,197
396,NORMAL,STARLY,NORMAL,FLYING,101,58,120
397,NORMAL,STARAVIA,NORMAL,FLYING,142,94,146
398,NORMAL,STARAPTOR,NORMAL,FLYING,234,140,198
399,NORMAL,BIDOOF,NORMAL,,80,73,153
400,NORMAL,BIBAREL,NORMAL,WATER,162,119,188
401,NORMAL,KRICKETOT,BUG,,45,74,114
402,NORMAL,KRICKETUNE,BUG,,160,100,184
403,NORMAL,SHINX,ELECTRIC,,117,64,128
404,NORMAL,LUXIO,ELECTRIC,,159,95,155
405,NORMAL,LUXRAY,ELECTRIC,,232,156,190
406,NORMAL,BUDEW,GRASS,POISON,91,109,120
407,NORMAL,ROSERADE,GRASS,POISON,243,185,155
408,NORMAL,CRANIDOS,ROCK,,218,71,167
409,NORMAL,RAMPARDOS,ROCK,,295,109,219
410,NORMAL,SHIELDON,ROCK,STEEL,76,195,102
411,NORMAL,BASTIODON,ROCK,STEEL,94,286,155
412,NORMAL,BURMY,BUG,,53,83,120
412,PLANT,BURMY,BUG,,53,83,120
412,SANDY,BURMY,BUG,,53,83,120
412,TRASH,BURMY,BUG,,53,83,120
413,NORMAL,WORMADAM,BUG,GRASS,141,180,155
413,PLANT,WORMADAM,BUG,GRASS,141,180,155
413,SANDY,WORMADAM,BUG,GROUND,141,180,155
413,TRASH,WORMADAM,BUG,STEEL,127,175,155
414,NORMAL,MOTHIM,BUG,FLYING,185,98,172
415,NORMAL,COMBEE,BUG,FLYING,59,83,102
416,NORMAL,VESPIQUEN,BUG,FLYING,149,190,172
417,NORMAL,PACHIRISU,ELECTRIC,,94,172,155
418,NORMAL,BUIZEL,WATER,,132,67,146
419,NORMAL,FLOATZEL,WATER,,221,114,198
420,NORMAL,CHERUBI,GRASS,,108,92,128
421,NORMAL,CHERRIM,GRASS,,170,153,172
421,OVERCAST,CHERRIM,GRASS,,170,153,172
421,SUNNY,CHERRIM,GRASS,,170,153,172
422,EAST_SEA,SHELLOS,WATER,,103,105,183
422,NORMAL,SHELLOS,WATER,,103,105,183
422,WEST_SEA,SHELLOS,WATER,,103,105,183
423,EAST_SEA,GASTRODON,WATER,GROUND,169,143,244
423,NORMAL,GASTRODON,WATER,GROUND,169,143,244
423,WEST_SEA,GASTRODON,WATER,GROUND,169,143,244
424,NORMAL,AMBIPOM,NORMAL,,205,143,181
425,NORMAL,DRIFLOON,GHOST,FLYING,117,80,207
426,NORMAL,DRIFBLIM,GHOST,FLYING,180,102,312
427,NORMAL,BUNEARY,NORMAL,,130,105,146
428,MEGA,LOPUNNY,NORMAL,FIGHTING,282,214,163
428,NORMAL,LOPUNNY,NORMAL,,156,194,163
429,NORMAL,MISMAGIUS,GHOST,,211,187,155
430,NORMAL,HONCHKROW,DARK,FLYING,243,103,225
431,NORMAL,GLAMEOW,NORMAL,,109,82,135
432,NORMAL,PURUGLY,NORMAL,,172,133,174
433,NORMAL,CHINGLING,PSYCHIC,,114,94,128
434,NORMAL,STUNKY,POISON,DARK,121,90,160
435,NORMAL,SKUNTANK,POISON,DARK,184,132,230
436,NORMAL,BRONZOR,STEEL,PSYCHIC,43,154,149
437,NORMAL,BRONZONG,STEEL,PSYCHIC,161,213,167
438,NORMAL,BONSLY,ROCK,,124,133,137
439,JR,MIME,PSYCHIC,FAIRY,125,142,85
439,JR_NORMAL,MIME,PSYCHIC,FAIRY,125,142,85
440,NORMAL,HAPPINY,NORMAL,,25,77,225
441,NORMAL,CHATOT,NORMAL,FLYING,183,91,183
442,NORMAL,SPIRITOMB,GHOST,DARK,169,199,137
443,NORMAL,GIBLE,DRAGON,GROUND,124,84,151
444,NORMAL,GABITE,DRAGON,GROUND,172,125,169
445,MEGA,GARCHOMP,DRAGON,GROUND,339,222,239
445,NORMAL,GARCHOMP,DRAGON,GROUND,261,193,239
446,NORMAL,MUNCHLAX,NORMAL,,137,117,286
447,NORMAL,RIOLU,FIGHTING,,127,78,120
448,MEGA,LUCARIO,FIGHTING,STEEL,310,175,172
448,NORMAL,LUCARIO,FIGHTING,STEEL,236,144,172
449,NORMAL,HIPPOPOTAS,GROUND,,124,118,169
450,NORMAL,HIPPOWDON,GROUND,,201,191,239
451,NORMAL,SKORUPI,POISON,BUG,93,151,120
452,NORMAL,DRAPION,POISON,DARK,180,202,172
453,NORMAL,CROAGUNK,POISON,FIGHTING,116,76,134
454,NORMAL,TOXICROAK,POISON,FIGHTING,211,133,195
455,NORMAL,CARNIVINE,GRASS,,187,136,179
456,NORMAL,FINNEON,WATER,,96,116,135
457,NORMAL,LUMINEON,WATER,,142,170,170
458,NORMAL,MANTYKE,WATER,FLYING,105,179,128
459,NORMAL,SNOVER,GRASS,ICE,115,105,155
460,MEGA,ABOMASNOW,GRASS,ICE,240,191,207
460,NORMAL,ABOMASNOW,GRASS,ICE,178,158,207
461,NORMAL,WEAVILE,DARK,ICE,243,171,172
462,NORMAL,MAGNEZONE,ELECTRIC,STEEL,238,205,172
463,NORMAL,LICKILICKY,NORMAL,,161,181,242
464,NORMAL,RHYPERIOR,GROUND,ROCK,241,190,251
465,NORMAL,TANGROWTH,GRASS,,207,184,225
466,NORMAL,ELECTIVIRE,ELECTRIC,,249,163,181
467,NORMAL,MAGMORTAR,FIRE,,247,172,181
468,NORMAL,TOGEKISS,FAIRY,FLYING,225,217,198
469,NORMAL,YANMEGA,BUG,FLYING,231,156,200
470,NORMAL,LEAFEON,GRASS,,216,219,163
471,NORMAL,GLACEON,ICE,,238,205,163
472,NORMAL,GLISCOR,GROUND,FLYING,185,222,181
473,NORMAL,MAMOSWINE,ICE,GROUND,247,146,242
474,Z,PORYGON,NORMAL,,264,150,198
474,Z_NORMAL,PORYGON,NORMAL,,264,150,198
475,MEGA,GALLADE,PSYCHIC,FIGHTING,326,230,169
475,NORMAL,GALLADE,PSYCHIC,FIGHTING,237,195,169
476,NORMAL,PROBOPASS,ROCK,STEEL,135,275,155
477,NORMAL,DUSKNOIR,GHOST,,180,254,128
478,NORMAL,FROSLASS,ICE,GHOST,171,150,172
479,FAN,ROTOM,ELECTRIC,FLYING,204,219,137
479,FROST,ROTOM,ELECTRIC,ICE,204,219,137
479,HEAT,ROTOM,ELECTRIC,FIRE,204,219,137
479,MOW,ROTOM,ELECTRIC,GRASS,204,219,137
479,NORMAL,ROTOM,ELECTRIC,GHOST,185,159,137
479,WASH,ROTOM,ELECTRIC,WATER,204,219,137
480,NORMAL,UXIE,PSYCHIC,,156,270,181
481,NORMAL,MESPRIT,PSYCHIC,,212,212,190
482,NORMAL,AZELF,PSYCHIC,,270,151,181
483,NORMAL,DIALGA,STEEL,DRAGON,275,211,205
483,ORIGIN,DIALGA,STEEL,DRAGON,270,225,205
484,NORMAL,PALKIA,WATER,DRAGON,280,215,189
484,ORIGIN,PALKIA,WATER,DRAGON,286,223,189
485,NORMAL,HEATRAN,FIRE,STEEL,251,213,209
486,NORMAL,REGIGIGAS,NORMAL,,287,210,221
487,ALTERED,GIRATINA,GHOST,DRAGON,187,225,284
487,ORIGIN,GIRATINA,GHOST,DRAGON,225,187,284
488,NORMAL,CRESSELIA,PSYCHIC,,152,258,260
489,NORMAL,PHIONE,WATER,,162,162,190
490,NORMAL,MANAPHY,WATER,,210,210,225
491,NORMAL,DARKRAI,DARK,,285,198,172
492,LAND,SHAYMIN,GRASS,,210,210,225
492,NORMAL,SHAYMIN,GRASS,,210,210,225
492,SKY,SHAYMIN,GRASS,FLYING,261,166,225
493,BUG,ARCEUS,BUG,,238,238,237
493,DARK,ARCEUS,DARK,,238,238,237
493,DRAGON,ARCEUS,DRAGON,,238,238,237
493,ELECTRIC,ARCEUS,ELECTRIC,,238,238,237
493,FAIRY,ARCEUS,FAIRY,,238,238,237
493,FIGHTING,ARCEUS,FIGHTING,,238,238,237
493,FIRE,ARCEUS,FIRE,,238,238,237
493,FLYING,ARCEUS,FLYING,,238,238,237
493,GHOST,ARCEUS,GHOST,,238,238,237
493,GRASS,ARCEUS,GRASS,,238,238,237
493,GROUND,ARCEUS,GROUND,,238,238,237
493,ICE,ARCEUS,ICE,,238,238,237
493,NORMAL,ARCEUS,NORMAL,,238,238,237
493,POISON,ARCEUS,POISON,,238,238,237
493,PSYCHIC,ARCEUS,PSYCHIC,,238,238,237
493,ROCK,ARCEUS,ROCK,,238,238,237
493,STEEL,ARCEUS,STEEL,,238,238,237
493,WATER,ARCEUS,WATER,,238,238,237
494,NORMAL,VICTINI,PSYCHIC,FIRE,210,210,225
495,NORMAL,SNIVY,GRASS,,88,107,128
496,NORMAL,SERVINE,GRASS,,122,152,155
497,NORMAL,SERPERIOR,GRASS,,161,204,181
498,NORMAL,TEPIG,FIRE,,115,85,163
499,NORMAL,PIGNITE,FIRE,FIGHTING,173,106,207
500,NORMAL,EMBOAR,FIRE,FIGHTING,235,127,242
501,NORMAL,OSHAWOTT,WATER,,117,85,146
502,NORMAL,DEWOTT,WATER,,159,116,181
503,HISUIAN,SAMUROTT,WATER,DARK,218,152,207
503,NORMAL,SAMUROTT,WATER,,212,157,216
504,NORMAL,PATRAT,NORMAL,,98,73,128
505,NORMAL,WATCHOG,NORMAL,,165,139,155
506,NORMAL,LILLIPUP,NORMAL,,107,86,128
507,NORMAL,HERDIER,NORMAL,,145,126,163
508,NORMAL,STOUTLAND,NORMAL,,206,182,198
509,NORMAL,PURRLOIN,DARK,,98,73,121
510,NORMAL,LIEPARD,DARK,,187,106,162
511,NORMAL,PANSAGE,GRASS,,104,94,137
512,NORMAL,SIMISAGE,GRASS,,206,133,181
513,NORMAL,PANSEAR,FIRE,,104,94,137
514,NORMAL,SIMISEAR,FIRE,,206,133,181
515,NORMAL,PANPOUR,WATER,,104,94,137
516,NORMAL,SIMIPOUR,WATER,,206,133,181
517,NORMAL,MUNNA,PSYCHIC,,111,92,183
518,NORMAL,MUSHARNA,PSYCHIC,,183,166,253
519,NORMAL,PIDOVE,NORMAL,FLYING,98,80,137
520,NORMAL,TRANQUILL,NORMAL,FLYING,144,107,158
521,NORMAL,UNFEZANT,NORMAL,FLYING,226,146,190
522,NORMAL,BLITZLE,ELECTRIC,,118,64,128
523,NORMAL,ZEBSTRIKA,ELECTRIC,,211,136,181
524,NORMAL,ROGGENROLA,ROCK,,121,110,146
525,NORMAL,BOLDORE,ROCK,,174,143,172
526,NORMAL,GIGALITH,ROCK,,226,201,198
527,NORMAL,WOOBAT,PSYCHIC,FLYING,107,85,163
528,NORMAL,SWOOBAT,PSYCHIC,FLYING,161,119,167
529,NORMAL,DRILBUR,GROUND,,154,85,155
530,NORMAL,EXCADRILL,GROUND,STEEL,255,129,242
531,MEGA,AUDINO,NORMAL,FAIRY,147,239,230
531,NORMAL,AUDINO,NORMAL,,114,163,230
532,NORMAL,TIMBURR,FIGHTING,,134,87,181
533,NORMAL,GURDURR,FIGHTING,,180,134,198
534,NORMAL,CONKELDURR,FIGHTING,,243,158,233
535,NORMAL,TYMPOLE,WATER,,98,78,137
536,NORMAL,PALPITOAD,WATER,GROUND,128,109,181
537,NORMAL,SEISMITOAD,WATER,GROUND,188,150,233
538,NORMAL,THROH,FIGHTING,,172,160,260
539,NORMAL,SAWK,FIGHTING,,231,153,181
540,NORMAL,SEWADDLE,BUG,GRASS,96,124,128
541,NORMAL,SWADLOON,BUG,GRASS,115,162,146
542,NORMAL,LEAVANNY,BUG,GRASS,205,165,181
543,NORMAL,VENIPEDE,BUG,POISON,83,99,102
544,NORMAL,WHIRLIPEDE,BUG,POISON,100,173,120
545,NORMAL,SCOLIPEDE,BUG,POISON,203,175,155
546,NORMAL,COTTONEE,GRASS,FAIRY,71,111,120
547,NORMAL,WHIMSICOTT,GRASS,FAIRY,164,176,155
548,NORMAL,PETILIL,GRASS,,119,91,128
549,HISUIAN,LILLIGANT,GRASS,FIGHTING,208,159,172
549,NORMAL,LILLIGANT,GRASS,,214,155,172
550,BLUE_STRIPED,BASCULIN,WATER,,189,129,172
550,NORMAL,BASCULIN,WATER,,189,129,172
550,RED_STRIPED,BASCULIN,WATER,,189,129,172
550,WHITE_STRIPED,BASCULIN,WATER,,189,129,172
551,NORMAL,SANDILE,GROUND,DARK,132,69,137
552,NORMAL,KROKOROK,GROUND,DARK,155,90,155
553,NORMAL,KROOKODILE,GROUND,DARK,229,158,216
554,GALARIAN,DARUMAKA,ICE,,153,86,172
554,NORMAL,DARUMAKA,FIRE,,153,86,172
555,GALARIAN_STANDARD,DARMANITAN,ICE,,263,114,233
555,GALARIAN_ZEN,DARMANITAN,ICE,FIRE,323,123,233
555,NORMAL,DARMANITAN,FIRE,,263,114,233
555,ZEN,DARMANITAN,FIRE,PSYCHIC,243,202,233
556,NORMAL,MARACTUS,GRASS,,201,130,181
557,NORMAL,DWEBBLE,BUG,ROCK,118,128,137
558,NORMAL,CRUSTLE,BUG,ROCK,188,200,172
559,NORMAL,SCRAGGY,DARK,FIGHTING,132,132,137
560,NORMAL,SCRAFTY,DARK,FIGHTING,163,222,163
561,NORMAL,SIGILYPH,PSYCHIC,FLYING,204,167,176
562,GALARIAN,YAMASK,GROUND,GHOST,95,141,116
562,NORMAL,YAMASK,GHOST,,95,141,116
563,NORMAL,COFAGRIGUS,GHOST,,163,237,151
564,NORMAL,TIRTOUGA,WATER,ROCK,134,146,144
565,NORMAL,CARRACOSTA,WATER,ROCK,192,197,179
566,NORMAL,ARCHEN,ROCK,FLYING,213,89,146
567,NORMAL,ARCHEOPS,ROCK,FLYING,292,139,181
568,NORMAL,TRUBBISH,POISON,,96,122,137
569,NORMAL,GARBODOR,POISON,,181,164,190
570,HISUIAN,ZORUA,NORMAL,GHOST,162,79,111
570,MEGA,ZORUA,NORMAL,GHOST,0,0,0
570,NORMAL,ZORUA,DARK,,153,78,120
571,HISUIAN,ZOROARK,NORMAL,GHOST,261,128,146
571,NORMAL,ZOROARK,DARK,,250,127,155
572,NORMAL,MINCCINO,NORMAL,,98,80,146
573,NORMAL,CINCCINO,NORMAL,,198,130,181
574,NORMAL,GOTHITA,PSYCHIC,,98,112,128
575,NORMAL,GOTHORITA,PSYCHIC,,137,153,155
576,NORMAL,GOTHITELLE,PSYCHIC,,176,205,172
577,NORMAL,SOLOSIS,PSYCHIC,,170,83,128
578,NORMAL,DUOSION,PSYCHIC,,208,103,163
579,NORMAL,REUNICLUS,PSYCHIC,,214,148,242
580,NORMAL,DUCKLETT,WATER,FLYING,84,96,158
581,NORMAL,SWANNA,WATER,FLYING,182,132,181
582,NORMAL,VANILLITE,ICE,,118,106,113
583,NORMAL,VANILLISH,ICE,,151,138,139
584,NORMAL,VANILLUXE,ICE,,218,184,174
585,AUTUMN,DEERLING,NORMAL,GRASS,115,100,155
585,NORMAL,DEERLING,NORMAL,GRASS,115,100,155
585,SPRING,DEERLING,NORMAL,GRASS,115,100,155
585,SUMMER,DEERLING,NORMAL,GRASS,115,100,155
585,WINTER,DEERLING,NORMAL,GRASS,115,100,155
586,AUTUMN,SAWSBUCK,NORMAL,GRASS,198,146,190
586,NORMAL,SAWSBUCK,NORMAL,GRASS,198,146,190
586,SPRING,SAWSBUCK,NORMAL,GRASS,198,146,190
586,SUMMER,SAWSBUCK,NORMAL,GRASS,198,146,190
586,WINTER,SAWSBUCK,NORMAL,GRASS,198,146,190
587,NORMAL,EMOLGA,ELECTRIC,FLYING,158,127,146
588,NORMAL,KARRABLAST,BUG,,137,87,137
589,NORMAL,ESCAVALIER,BUG,STEEL,223,187,172
590,NORMAL,FOONGUS,GRASS,POISON,97,91,170
591,NORMAL,AMOONGUSS,GRASS,POISON,155,139,249
592,FEMALE,FRILLISH,WATER,GHOST,115,134,146
592,NORMAL,FRILLISH,WATER,GHOST,115,134,146
593,FEMALE,JELLICENT,WATER,GHOST,159,178,225
593,NORMAL,JELLICENT,WATER,GHOST,159,178,225
594,NORMAL,ALOMOMOLA,WATER,,138,131,338
595,NORMAL,JOLTIK,BUG,ELECTRIC,110,98,137
596,NORMAL,GALVANTULA,BUG,ELECTRIC,201,128,172
597,NORMAL,FERROSEED,GRASS,STEEL,82,155,127
598,NORMAL,FERROTHORN,GRASS,STEEL,158,223,179
599,NORMAL,KLINK,STEEL,,98,121,120
600,NORMAL,KLANG,STEEL,,150,174,155
601,NORMAL,KLINKLANG,STEEL,,199,214,155
602,NORMAL,TYNAMO,ELECTRIC,,105,78,111
603,NORMAL,EELEKTRIK,ELECTRIC,,156,130,163
604,NORMAL,EELEKTROSS,ELECTRIC,,217,152,198
605,NORMAL,ELGYEM,PSYCHIC,,148,100,146
606,NORMAL,BEHEEYEM,PSYCHIC,,221,163,181
607,NORMAL,LITWICK,GHOST,FIRE,108,98,137
608,NORMAL,LAMPENT,GHOST,FIRE,169,115,155
609,NORMAL,CHANDELURE,GHOST,FIRE,271,182,155
610,NORMAL,AXEW,DRAGON,,154,101,130
611,NORMAL,FRAXURE,DRAGON,,212,123,165
612,NORMAL,HAXORUS,DRAGON,,284,172,183
613,NORMAL,CUBCHOO,ICE,,128,74,146
614,NORMAL,BEARTIC,ICE,,233,152,216
615,NORMAL,CRYOGONAL,ICE,,190,218,190
616,NORMAL,SHELMET,BUG,,72,140,137
617,NORMAL,ACCELGOR,BUG,,220,120,190
618,GALARIAN,STUNFISK,GROUND,STEEL,144,171,240
618,NORMAL,STUNFISK,GROUND,ELECTRIC,144,171,240
619,NORMAL,MIENFOO,FIGHTING,,160,98,128
620,NORMAL,MIENSHAO,FIGHTING,,258,127,163
621,NORMAL,DRUDDIGON,DRAGON,,213,170,184
622,NORMAL,GOLETT,GROUND,GHOST,127,92,153
623,NORMAL,GOLURK,GROUND,GHOST,222,154,205
624,NORMAL,PAWNIARD,DARK,STEEL,154,114,128
625,NORMAL,BISHARP,DARK,STEEL,232,176,163
626,NORMAL,BOUFFALANT,NORMAL,,195,182,216
627,NORMAL,RUFFLET,NORMAL,FLYING,150,97,172
628,HISUIAN,BRAVIARY,PSYCHIC,FLYING,213,137,242
628,NORMAL,BRAVIARY,NORMAL,FLYING,232,152,225
629,NORMAL,VULLABY,DARK,FLYING,105,139,172
630,NORMAL,MANDIBUZZ,DARK,FLYING,129,205,242
631,NORMAL,HEATMOR,FIRE,,204,129,198
632,NORMAL,DURANT,BUG,STEEL,217,188,151
633,NORMAL,DEINO,DARK,DRAGON,116,93,141
634,NORMAL,ZWEILOUS,DARK,DRAGON,159,135,176
635,NORMAL,HYDREIGON,DARK,DRAGON,256,188,211
636,NORMAL,LARVESTA,BUG,FIRE,156,107,146
637,NORMAL,VOLCARONA,BUG,FIRE,264,189,198
638,NORMAL,COBALION,STEEL,FIGHTING,192,229,209
639,NORMAL,TERRAKION,ROCK,FIGHTING,260,192,209
640,NORMAL,VIRIZION,GRASS,FIGHTING,192,229,209
641,INCARNATE,TORNADUS,FLYING,,266,164,188
641,THERIAN,TORNADUS,FLYING,,238,189,188
642,INCARNATE,THUNDURUS,ELECTRIC,FLYING,266,164,188
642,THERIAN,THUNDURUS,ELECTRIC,FLYING,295,161,188
643,NORMAL,RESHIRAM,DRAGON,FIRE,275,211,205
644,NORMAL,ZEKROM,DRAGON,ELECTRIC,275,211,205
645,INCARNATE,LANDORUS,GROUND,FLYING,261,182,205
645,THERIAN,LANDORUS,GROUND,FLYING,289,179,205
646,BLACK,KYUREM,DRAGON,ICE,310,183,245
646,NORMAL,KYUREM,DRAGON,ICE,246,170,245
646,WHITE,KYUREM,DRAGON,ICE,310,183,245
647,NORMAL,KELDEO,WATER,FIGHTING,260,192,209
647,ORDINARY,KELDEO,WATER,FIGHTING,260,192,209
647,RESOLUTE,KELDEO,WATER,FIGHTING,260,192,209
648,ARIA,MELOETTA,NORMAL,PSYCHIC,250,225,225
648,NORMAL,MELOETTA,NORMAL,PSYCHIC,250,225,225
648,PIROUETTE,MELOETTA,NORMAL,FIGHTING,269,188,225
649,BURN,GENESECT,BUG,STEEL,252,199,174
649,CHILL,GENESECT,BUG,STEEL,252,199,174
649,DOUSE,GENESECT,BUG,STEEL,252,199,174
649,NORMAL,GENESECT,BUG,STEEL,252,199,174
649,SHOCK,GENESECT,BUG,STEEL,252,199,174
650,NORMAL,CHESPIN,GRASS,,110,106,148
651,NORMAL,QUILLADIN,GRASS,,146,156,156
652,NORMAL,CHESNAUGHT,GRASS,FIGHTING,201,204,204
653,NORMAL,FENNEKIN,FIRE,,116,102,120
654,NORMAL,BRAIXEN,FIRE,,171,130,153
655,NORMAL,DELPHOX,FIRE,PSYCHIC,230,189,181
656,NORMAL,FROAKIE,WATER,,122,84,121
657,NORMAL,FROGADIER,WATER,,168,114,144
658,NORMAL,GRENINJA,WATER,DARK,223,152,176
659,NORMAL,BUNNELBY,NORMAL,,68,72,116
660,NORMAL,DIGGERSBY,NORMAL,GROUND,112,155,198
661,NORMAL,FLETCHLING,NORMAL,FLYING,95,80,128
662,NORMAL,FLETCHINDER,FIRE,FLYING,145,110,158
663,NORMAL,TALONFLAME,FIRE,FLYING,176,155,186
664,ARCHIPELAGO,SCATTERBUG,BUG,,63,63,116
664,CONTINENTAL,SCATTERBUG,BUG,,63,63,116
664,ELEGANT,SCATTERBUG,BUG,,63,63,116
664,FANCY,SCATTERBUG,BUG,,63,63,116
664,GARDEN,SCATTERBUG,BUG,,63,63,116
664,HIGH_PLAINS,SCATTERBUG,BUG,,63,63,116
664,ICY_SNOW,SCATTERBUG,BUG,,63,63,116
664,JUNGLE,SCATTERBUG,BUG,,63,63,116
664,MARINE,SCATTERBUG,BUG,,63,63,116
664,MEADOW,SCATTERBUG,BUG,,63,63,116
664,MODERN,SCATTERBUG,BUG,,63,63,116
664,MONSOON,SCATTERBUG,BUG,,63,63,116
664,NORMAL,SCATTERBUG,BUG,,63,63,116
664,OCEAN,SCATTERBUG,BUG,,63,63,116
664,POKEBALL,SCATTERBUG,BUG,,63,63,116
664,POLAR,SCATTERBUG,BUG,,63,63,116
664,RIVER,SCATTERBUG,BUG,,63,63,116
664,SANDSTORM,SCATTERBUG,BUG,,63,63,116
664,SAVANNA,SCATTERBUG,BUG,,63,63,116
664,SUN,SCATTERBUG,BUG,,63,63,116
664,TUNDRA,SCATTERBUG,BUG,,63,63,116
665,ARCHIPELAGO,SPEWPA,BUG,,48,89,128
665,CONTINENTAL,SPEWPA,BUG,,48,89,128
665,ELEGANT,SPEWPA,BUG,,48,89,128
665,FANCY,SPEWPA,BUG,,48,89,128
665,GARDEN,SPEWPA,BUG,,48,89,128
665,HIGH_PLAINS,SPEWPA,BUG,,48,89,128
665,ICY_SNOW,SPEWPA,BUG,,48,89,128
665,JUNGLE,SPEWPA,BUG,,48,89,128
665,MARINE,SPEWPA,BUG,,48,89,128
665,MEADOW,SPEWPA,BUG,,48,89,128
665,MODERN,SPEWPA,BUG,,48,89,128
665,MONSOON,SPEWPA,BUG,,48,89,128
665,NORMAL,SPEWPA,BUG,,48,89,128
665,OCEAN,SPEWPA,BUG,,48,89,128
665,POKEBALL,SPEWPA,BUG,,48,89,128
665,POLAR,SPEWPA,BUG,,48,89,128
665,RIVER,SPEWPA,BUG,,48,89,128
665,SANDSTORM,SPEWPA,BUG,,48,89,128
665,SAVANNA,SPEWPA,BUG,,48,89,128
665,SUN,SPEWPA,BUG,,48,89,128
665,TUNDRA,SPEWPA,BUG,,48,89,128
666,ARCHIPELAGO,VIVILLON,BUG,FLYING,176,103,190
666,CONTINENTAL,VIVILLON,BUG,FLYING,176,103,190
666,ELEGANT,VIVILLON,BUG,FLYING,176,103,190
666,FANCY,VIVILLON,BUG,FLYING,176,103,190
666,GARDEN,VIVILLON,BUG,FLYING,176,103,190
666,HIGH_PLAINS,VIVILLON,BUG,FLYING,176,103,190
666,ICY_SNOW,VIVILLON,BUG,FLYING,176,103,190
666,JUNGLE,VIVILLON,BUG,FLYING,176,103,190
666,MARINE,VIVILLON,BUG,FLYING,176,103,190
